"Accession"	"F1"	"F2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"	"F16"	"F17"	"F18"	"F19"	"F20"	"F21"	"F22"	"F23"	"F24"	"F25"	"F26"	"F27"	"F28"	"F29"	"F30"	"F31"	"F32"	"F33"	"F34"	"F35"	"F36"	"F37"	"F38"	"F39"	"F40"	"F41"	"F42"	"F43"	"F44"	"F45"	"F46"	"F47"	"F48"	"F49"	"F50"	"F51"	"F52"	"F53"	"F54"	"F55"	"F56"	"F57"	"F58"	"F59"	"F60"	"F61"	"F62"	"F63"	"F64"	"F65"	"F66"	"F67"	"F68"	"F69"	"F70"	"F71"	"F72"	"F73"	"F74"	"F75"	"F76"	"F77"	"F78"	"F79"	"F80"	"F81"	"F82"	"F83"	"F84"	"F85"	"F86"	"F87"	"F88"	"F89"	"F90"	"F91"	"F92"	"F93"	"F94"	"F95"	"F96"	"F97"	"F98"	"F99"	"F100"	"F101"	"F102"	"F103"	"F104"	"F105"	"F106"	"F107"	"F108"	"F109"	"F110"	"F111"	"F112"	"F113"	"F114"	"F115"	"F116"	"F117"	"F118"	"F119"	"F120"	"F121"	"F122"	"F123"	"F124"	"F125"	"F126"	"F127"	"F128"	"F129"	"F130"	"F131"	"F132"	"F133"	"F134"	"F135"	"F136"	"F137"	"F138"	"F139"	"F140"	"F141"	"F142"	"F143"	"F144"	"F145"	"F146"	"F147"	"F148"	"F149"	"F150"	"F151"	"F152"	"F153"	"F154"	"F155"	"F156"	"F157"	"F158"	"F159"	"F160"	"F161"	"F162"	"F163"	"F164"	"F165"	"F166"	"F167"	"F168"	"F169"	"F170"	"F171"	"F172"	"F173"	"F174"	"F175"	"F176"	"F177"	"F178"	"F179"	"F180"	"F181"	"F182"	"F183"	"F184"	"F185"	"F186"	"F187"	"F188"	"F189"	"F190"	"F191"	"F192"	"F193"	"F194"	"F195"	"F196"	"F197"	"F198"	"F199"	"F200"
"H0YI98"	16986133.9594843	13748763.1502231	5531411.48175462	19229738.6500008	12355322.5282741	3502741.51944576	3298348.45560545	14766823.6683287	16893227.7189947	NA	NA	NA	18807008.6340993	NA	3908160.70746245	NA	14684206.1738032	2130959.51317276	4348167.22351527	1773890.10026014	NA	3801771.83804183	9621368.12550567	13271431.3006067	18767062.9438693	177212.365444862	2478166.4597648	10755379.7568185	NA	NA	16598808.1422447	19856513.6844028	19175505.3754682	NA	NA	NA	NA	20043540.4601789	6736708.88668048	NA	8522733.09838199	13060030.8109891	616777.327107302	14585824.2505946	NA	561708.171788779	NA	3333739.53035708	NA	18756953.4168443	NA	NA	17350349.55093	NA	9378003.22458505	NA	NA	NA	16086864.9199516	NA	NA	3438191.96633674	NA	NA	2546013.6023315	NA	2850487.34585551	NA	NA	2950362.78242858	NA	NA	4970.22660888475	NA	NA	10991440.1357545	374450.071628437	5872486.76424444	NA	9133408.92066744	7079946.28818697	NA	NA	1889730.16938799	NA	NA	7512050.6018688	NA	3082828.41908053	NA	5098598.26754298	6778382.12699736	NA	11925888.3735957	NA	2958475.17673789	12793338.8685209	NA	12350350.6219364	NA	NA	NA	NA	18310394.895639	11146774.2099008	NA	NA	NA	2498952.90642424	NA	NA	8091966.2196535	NA	3973125.05322452	1631211.15395671	NA	801739.780315152	11872151.4712369	NA	NA	129752.803544358	NA	NA	2191498.40310017	3748701.42380803	NA	NA	5821695.93230715	NA	3133795.9812675	NA	7129991.01773414	8132679.00196482	NA	NA	NA	7426487.42711784	NA	NA	NA	14433238.0130123	1488003.4777601	6439895.48109206	397061.845789155	10047057.2738786	NA	NA	11402995.4846448	8521726.04526052	16274880.0908173	NA	2411249.42556626	15093258.7530275	20123366.7587966	19610071.4311312	NA	4660932.04733691	NA	NA	NA	7469556.70316956	2248233.85248769	NA	7710653.25658416	12336755.5927568	7114856.54150405	NA	1832130.48814217	NA	9913112.95131124	NA	1019144.65399408	NA	3800727.42602994	NA	27749.3282467139	NA	NA	NA	8878585.98952503	NA	17204580.1902257	NA	NA	7931541.72902235	NA	NA	NA	10447537.9411104	NA	NA	NA	NA	1235672.8571267	741904.470927801	15784053.3734383	NA	NA	19345764.8378755	18676288.8391627
"C9JCF9"	NA	12685501.3344865	NA	18714566.0654531	7194413.65244736	3550897.32905609	NA	16976943.3060369	906688.521849789	5435016.47478771	NA	16241950.7152204	2178379.29411237	NA	16458838.5125436	17844750.6542635	NA	12245382.8274152	15171603.1394748	NA	20407161.1692293	19974697.7086547	NA	9275470.17714182	7324385.76517582	NA	8438443.82325067	2342450.81853659	NA	2542640.44332359	9755095.23260622	NA	14842275.564931	NA	18058550.5353921	NA	4194703.22093436	NA	NA	4238694.28751698	2748175.74893354	NA	1289903.55255871	12683111.1554086	NA	12020798.7798464	4438401.98690017	NA	NA	20045636.578965	NA	NA	NA	NA	NA	810377.873360707	19023689.2230563	19629029.0528006	3026571.98766056	NA	NA	12025596.5635859	16578448.1512928	NA	9819835.44405972	12260695.5899206	NA	5284905.69314939	NA	13923233.0323857	NA	7464620.43790805	6670934.90795307	1529500.28761205	5538023.18689933	4580013.54245245	17432960.8356284	14442931.7766527	NA	10860765.9081004	NA	11352051.914755	14744648.3093912	4174128.95050279	NA	16394400.3032987	3724001.00168759	NA	1703670.17088963	8090951.56722646	4881946.70060522	1409559.8054577	NA	15368376.4076985	10593785.2729149	8510141.60104268	NA	NA	NA	NA	12155474.3868718	8363581.00844671	NA	NA	NA	NA	12725017.8994972	19923875.1138091	NA	20181060.6533492	19274252.4983664	NA	15331782.3443175	15412104.3489206	11827254.6930548	NA	19079259.2473199	20181282.8081267	3093622.50696852	NA	NA	9156767.32065197	NA	7055555.48661462	14849938.0108769	NA	1190245.65027116	9749170.91010792	2682271.89678921	16146184.4330166	NA	NA	NA	NA	NA	1529044.4672742	NA	NA	NA	3203142.59958433	17155748.3564801	NA	NA	NA	NA	NA	NA	7857817.01610336	10224620.6349085	NA	19342039.7601183	10057802.8680139	8257200.24748989	10316996.3896227	NA	14920750.8288362	NA	NA	NA	11615202.5189689	NA	11803758.6871101	NA	NA	14058003.1191932	17434647.2628608	NA	1685624.89415218	NA	NA	13655660.5126524	12126746.6040349	NA	17708699.1161156	17729115.3238465	12015690.8854345	NA	NA	12837526.6890713	NA	5435650.17692937	NA	NA	NA	17843288.9561507	13113752.2815709	NA	NA	10358011.5357877	NA	10273448.1669808	3986039.9088672	NA	8414915.98302029	19835515.3946096	9107732.29470417	NA	NA	NA	3460273.61160876
"E9PR05"	NA	NA	1599738.48006005	NA	NA	NA	NA	NA	NA	NA	14815185.6917813	11424737.4928255	8674641.38464141	NA	NA	NA	8159164.53760323	NA	17449801.8246693	14830299.1212183	NA	NA	NA	10106219.8995894	1539037.28286053	9604880.69213391	14309857.6816387	NA	NA	NA	19087199.6936601	2595394.20396382	NA	13977113.2651659	NA	17215823.0701645	1964922.70459396	NA	NA	NA	NA	NA	10376750.5239608	NA	NA	NA	9279486.41251303	4720359.00706415	2493937.63598408	NA	NA	11167919.8367623	NA	NA	17125961.6054161	19523759.0942823	20286040.1347172	NA	NA	15368840.2365718	10343587.3067395	NA	NA	NA	NA	7698496.89443473	12613908.2006073	NA	NA	20205630.1076004	15593683.9929066	NA	NA	8194947.98301178	NA	17957943.4860253	NA	17429885.9338989	NA	NA	NA	8048559.62865269	NA	14867569.8416134	20373773.8414919	NA	14741435.7160487	NA	NA	NA	10995094.7545777	12971026.8733892	8474368.92885128	NA	NA	17852153.2724812	9853693.86688188	11533729.1838838	NA	6282672.43942413	15145280.8485306	NA	NA	12577952.8215051	146690.342309695	6381075.323773	7320676.89007083	NA	NA	NA	2910341.41796162	998102.509974194	NA	5388143.14910963	NA	11752327.6053515	5945913.73856023	15790808.7801665	6397171.75693241	NA	NA	10230182.1559952	NA	NA	2773859.69821007	NA	NA	NA	19139303.4162689	915289.598616069	NA	13726449.3383145	NA	5283900.21984599	20249627.1936705	NA	NA	11456119.0702251	10613446.2134075	NA	NA	NA	19497972.9374389	2055996.28951047	10864095.1986061	7958376.6423773	NA	11009144.3811637	1076197.05675992	NA	4862232.72200377	NA	963580.934727242	NA	1955372.66157099	157077.384363318	NA	17761437.1975374	NA	NA	NA	NA	5711032.32740536	NA	10386936.4009281	NA	NA	3983679.54171746	2079445.6813053	5769775.79692948	14830403.0751503	NA	NA	16669088.8755767	NA	NA	11066486.5520651	17684316.4896259	NA	NA	NA	NA	20431758.32264	NA	1371369.67853429	18740131.3285183	NA	17340969.5857903	1872103.70146759	12084688.049899	NA	19205645.5584807	14537590.0782016	8691626.80807294	NA	17248662.0915885	9916494.79456002	19299029.3608404	NA	17267304.8393389
"V5YQU3"	NA	NA	NA	4283479.51246148	20203172.1153079	NA	9867322.3482331	9311614.74897414	NA	19927199.2223212	13969299.0805501	NA	NA	NA	NA	NA	NA	NA	1545066.48719602	NA	9958143.6333497	15479366.4781964	NA	NA	6629662.28951156	11367848.7868103	15684654.1758757	3609909.48661329	18811211.1833153	NA	NA	19970513.1560409	17636190.7584192	7618504.85291652	12245854.7599939	10593697.2123333	NA	NA	12934677.3915404	NA	NA	NA	13686586.9644534	NA	16392628.8989851	NA	NA	NA	282118.385272938	11797339.0202715	NA	15964836.4798183	11975732.166464	14604032.1581814	1477567.98478019	8497930.88744166	NA	NA	NA	NA	5694765.69264199	5003648.01847102	11054658.2733977	14191172.9882981	8965476.41130621	NA	14371956.9274136	NA	6575960.52858773	9373019.04134794	NA	9697793.75629543	15391748.8785324	NA	997530.558733186	5115876.10007099	NA	NA	NA	224996.389617981	NA	16539455.7813361	14990177.6562292	13239144.073468	281245.155113554	NA	NA	17092415.1395597	NA	NA	4819599.07126621	NA	NA	17541753.3316145	11654599.4936555	6427487.00472375	NA	NA	NA	1823997.02324735	10302278.775988	5716444.53189258	NA	NA	10889387.5623762	NA	NA	NA	17333746.7527716	577153.048959019	NA	3693897.86826378	NA	NA	NA	3260762.33309919	NA	NA	7033389.64465338	11084108.1948785	17416456.8094085	1272784.91049308	NA	NA	6943110.32754399	NA	NA	NA	NA	13652438.3071639	19999827.9412168	NA	5402954.99508504	NA	3294032.15948882	6958035.79194083	14328830.1593081	NA	9151809.27103175	NA	13629881.4459563	10307716.2861152	10556091.7370557	11627931.3320006	NA	19300519.4861613	8840482.71452723	NA	8521730.48968845	NA	18723326.618191	NA	NA	7647004.66134495	NA	NA	NA	5615768.58913444	NA	NA	7135797.04897566	4498719.71657409	5632067.70533788	NA	NA	NA	5837011.71645252	12908854.8322627	NA	15903340.3343479	NA	NA	NA	14198821.358636	4531568.72606467	11213207.8150132	NA	NA	NA	12385043.6169603	NA	5294815.9537249	NA	12136602.5321927	13985395.7088075	4055310.59598871	11375750.4229212	8479946.6192807	15372747.7928323	NA	285887.688418879	18194752.4893502	NA	NA	NA	4171063.16603656	NA	NA	15814193.8324431	12257215.7551255
"Q9H0F5"	3291608.77568058	NA	NA	NA	9384307.29822972	18443640.2438828	19230327.8507613	2306796.51849628	NA	12553047.3846815	NA	418605.634387715	15078779.7157129	NA	NA	NA	NA	NA	NA	NA	NA	7329726.53523902	7295411.09769849	NA	15020198.7961438	10399551.1244481	NA	5091862.5657142	14632800.3215487	474974.061584656	19490866.2924253	1441278.10775389	NA	NA	8602753.96682138	9941617.33264678	10995439.5355947	2575557.33740603	17108503.8877607	NA	1698816.36071069	16771609.9030789	NA	12402782.8753251	11887530.9001612	NA	NA	NA	NA	NA	NA	NA	2677251.03512547	14947670.072118	NA	NA	2969472.70426951	NA	NA	NA	2496806.74261832	716557.722396656	NA	NA	14608860.2725244	9570860.20948101	NA	NA	NA	NA	841334.589146356	8491650.15893983	14258315.0085746	NA	6570236.84298355	4609499.06694151	NA	3201494.93023792	NA	10969846.3068947	NA	16199602.6641828	NA	NA	2937906.91627684	NA	12976089.2766544	NA	NA	NA	8806963.85266056	11763369.0299363	NA	9052408.85529619	NA	14700714.263772	14298437.3624355	3836185.73821905	NA	NA	10469942.3403578	NA	18269879.271767	17852682.8826947	19536008.8417615	NA	NA	NA	NA	NA	658240.13280297	9829121.83828856	10150345.4029791	3332126.50756286	NA	NA	2239841.87320745	17492097.9510843	11642933.0273775	15025281.0280291	NA	17840418.3363173	10158959.3133879	NA	7757460.68671843	873298.386604403	NA	19268611.8721728	11057854.6212617	NA	16628154.5808838	2820817.32526412	NA	8148717.34825946	NA	NA	10690980.3578029	6528729.35032572	7314963.62555569	NA	4157861.83037364	NA	13443813.9100127	NA	NA	14412767.7012712	NA	12684601.7518198	NA	2175329.70753979	NA	5855403.33499108	NA	NA	NA	5510592.02070443	5029039.71568118	1695506.87979112	10126845.5093496	8792984.98479332	16514616.4922561	NA	15717426.1406848	19783748.8727462	NA	14865023.0035887	NA	2253716.14474679	7227208.48179193	13781508.8005927	1998460.60041321	9746773.84073912	4398755.27248029	2732628.86881144	6967962.45026648	NA	NA	NA	13479692.6203539	554055.780528389	5645494.94546698	14588807.7512839	249853.889432069	NA	5267697.71522734	9841042.86940681	17351300.2968612	16961168.0565518	NA	19210409.7092261	NA	9110494.84927189	NA	NA	4795488.39237395	18996328.5491047	13905087.8892576	NA	10932777.5605289	2812816.20344158
"A0A140VJJ6"	NA	NA	NA	8771296.95690213	NA	16011015.6515214	NA	513048.186084081	4226458.9915662	NA	NA	NA	17332072.6785745	NA	25922.7397460821	18052721.5206528	NA	NA	8573016.93244144	NA	NA	NA	NA	NA	2381673.57545525	NA	NA	3130127.90543986	17439236.6200611	20186454.8850267	19698898.8764059	15453502.6628265	19247247.7926375	8194060.57731622	19044923.5766878	NA	NA	6066672.66639996	11849979.0863545	NA	12303073.3481997	6858171.67105257	17102741.4252367	17067112.8353078	NA	9376566.41812379	445406.186699769	NA	NA	18086416.9319466	NA	5194293.59117162	NA	NA	16592417.3832215	4744381.27800517	NA	17077187.7062637	NA	NA	NA	19315775.2419788	NA	NA	NA	8957156.06630649	6652982.1124327	17372082.4989493	NA	NA	NA	16237073.1221177	NA	NA	NA	18749413.2354928	698123.09188376	5755503.4635814	12600701.8542564	NA	NA	NA	NA	17096011.2670466	3987346.10434587	8081904.35364572	4226257.17456702	11960916.4470792	18498919.3722492	NA	3507094.76046434	NA	11589562.8569415	NA	17351540.8527124	NA	NA	5547347.38255799	19098337.79169	NA	5388527.6349517	NA	19884899.0511913	2354154.10599585	12397478.8122395	10601180.5487853	9289102.2035667	NA	1439583.21041265	1758251.59069032	14843615.94063	NA	NA	NA	2493755.89028789	15786769.3852335	NA	NA	20360755.6933471	14320982.165634	15558176.1734068	18378421.0144618	NA	5797856.26834867	NA	16826836.6833172	6843610.97332294	NA	20191906.9180597	NA	6243941.09633464	19607623.5553845	NA	NA	NA	17843188.1380624	NA	6090599.805646	NA	18576118.3620492	11115704.4276783	13915434.055898	NA	NA	NA	11911132.8966708	NA	16119479.1218447	10727974.0437767	NA	NA	3316843.07637838	6178052.019296	7226811.98552578	NA	NA	NA	2095580.32036602	NA	16580199.9078088	NA	2234415.98330833	NA	5530661.54878154	1217128.23891883	NA	16196688.2710169	NA	10584914.5944858	13239665.3420518	NA	17466340.9019129	NA	NA	NA	NA	4689834.80454141	4145823.02191532	6284151.48698465	19970825.565063	NA	1307106.32469472	1696698.53846016	9267306.51012275	4711562.99407254	7620723.81683257	2783673.51374786	13076506.5146876	11755630.7384479	NA	4998720.89426525	12246281.37749	NA	9255421.18194104	6022522.33797764	NA	NA	11305478.188249	NA	11701569.99242
"E7ERP7"	NA	NA	NA	NA	11711206.3972443	10220240.5322243	NA	NA	8673957.22824995	NA	17465100.3497782	NA	15114203.5383799	NA	1716333.92587142	4114893.85777603	13804055.7355939	9559578.61924112	NA	NA	19231924.3568432	9428319.01665088	NA	NA	NA	18441192.9677056	14816020.6351451	NA	3628055.73371068	3918491.15205808	NA	17614542.844583	11243967.0297484	NA	NA	NA	NA	NA	14162811.537671	NA	8179170.94433511	NA	13329042.7591107	NA	3026839.77633937	NA	14944228.8952806	12084166.9906887	18159725.1486738	10538061.21639	19939087.3342185	9683751.348336	17903635.1511007	2019111.71566983	NA	18627997.7457344	19082191.042277	9309601.07575362	NA	NA	NA	NA	16993130.3931539	9654823.93740442	NA	11673872.6316398	NA	14073399.2789618	6505909.46844449	NA	4938784.11963519	17916972.7888981	NA	NA	NA	NA	NA	NA	NA	17718592.0748283	14485206.5374559	NA	2286150.88025951	9330392.36179551	NA	9074096.46444043	NA	NA	NA	6714602.40210035	3982142.94500133	NA	15341502.4414313	NA	NA	12222459.7006167	NA	11917241.1204604	7226731.31011778	11152515.344881	NA	NA	1127927.55686807	4446830.41619959	146626.925938194	15231263.9788943	NA	NA	NA	2217195.15746829	16113466.662629	7690763.60887588	12657967.0280611	387157.861659514	NA	NA	NA	NA	10259582.3655503	1027007.60359637	NA	10364022.5055966	NA	10102183.492987	NA	19513765.5601642	3708132.22887647	NA	8540591.84238419	9831670.80811591	8022558.57848471	NA	2983766.55550099	9321965.60272542	NA	7645137.47818196	NA	7265031.05357408	11186132.4409769	NA	8492376.26140427	6101597.7424076	NA	6492579.66787713	14381198.8059858	17881710.0743641	17238687.1679176	NA	13919255.1647044	NA	18488958.4004656	NA	14267434.6986883	1563880.79747796	NA	2334212.48132156	15279865.5493985	4234468.36936567	NA	3194816.84418359	NA	NA	587210.865493394	NA	19032789.4795044	NA	16802716.949022	NA	4159272.5841123	NA	NA	NA	7681109.69281521	6138179.56219854	NA	11134026.553256	NA	554373.176446111	NA	14985891.7335424	15169378.8746029	11033707.2924937	1198495.89322353	13909249.520234	NA	12558119.3334739	18372237.8302084	NA	NA	6509665.75712536	NA	19283677.3265324	6816744.08292766	NA	17388722.2134586	18591396.4209005	20291456.5409495	NA	NA	NA
"Q58EX2"	NA	1278135.89227183	15487903.3439236	NA	2452204.00093567	NA	12301504.693549	11078058.8526212	NA	1053932.80450537	NA	6837195.16085966	NA	14895532.0550852	NA	5312335.38897146	3820745.65760486	10038437.8055557	NA	19110894.1904208	10510939.765913	16939894.3311893	NA	18052281.7506955	4078625.7841424	17054192.4883698	5586478.53382138	NA	15709079.4907626	13382111.8695188	17954746.1959807	NA	NA	10143037.4168151	NA	13262118.0970557	NA	NA	NA	NA	NA	NA	NA	5228651.7980036	NA	NA	3670210.46165045	NA	14503704.3035895	16594946.4482929	18311335.8438432	10309032.2317361	9062819.08546254	NA	4454988.96308542	12997209.4884308	NA	NA	NA	14244884.0139984	7622881.72458723	15281802.5157902	10612697.4748149	NA	NA	NA	16124621.0061374	19551539.9950803	9498544.85606366	14522498.9851079	NA	NA	NA	NA	NA	269906.605770572	NA	3398240.95135851	7322054.99582234	9212672.66605817	NA	6460711.24955545	NA	211629.368156351	17116717.3571167	1239816.10130498	NA	3044983.06841563	NA	18248703.7758753	16399316.8969702	NA	8387302.93313304	8076485.37782987	NA	1404950.93369751	10336836.3301638	NA	NA	NA	13809391.1142901	7728747.57430043	NA	18965876.6042245	2473237.0562432	12536081.9897265	6488539.52586147	NA	NA	NA	8910231.61543179	5680566.9731055	7281976.36295056	9968488.25824	8984416.1696111	NA	NA	10209223.3759291	6519470.75042613	5015822.10123031	NA	7550870.89537718	NA	10172646.224215	NA	NA	NA	18756598.1814288	NA	NA	NA	NA	19124286.7078619	1125310.8832714	NA	NA	11238951.6451046	NA	NA	NA	12534816.2747065	6822018.771866	17410445.8443581	8400402.99389279	8268899.04769482	9360436.84685294	2777230.16867218	NA	7926537.03194284	13738633.4043819	12743679.8239548	NA	20093448.7020107	15618333.646717	6182929.5219874	2597860.89477266	17943951.6370024	NA	NA	7459347.52864428	NA	10784022.5911251	NA	NA	NA	NA	2959944.69304665	1907160.89689857	NA	15859335.3729799	NA	NA	19315081.373513	NA	14040219.8686054	NA	NA	13306731.6214725	NA	NA	NA	NA	2564686.5284137	NA	2058689.99827171	NA	NA	NA	4968855.86131272	NA	7109532.14539856	NA	NA	NA	NA	NA	NA	2422120.41538115	NA	NA
"Q6ZTQ3"	NA	NA	1063735.78496566	NA	3153549.44104509	NA	NA	10260927.290364	18226117.8450637	NA	NA	6842944.72788086	NA	11679340.7198118	NA	NA	10926953.0187685	NA	NA	10821172.5458496	NA	NA	3457225.47637506	2247050.65441058	NA	7864657.01923378	18027750.2358702	NA	NA	NA	NA	NA	NA	10841573.5026259	NA	19330771.9409431	16052293.9991826	20068095.8816486	NA	NA	14172108.6908415	19400644.2960641	6739119.82704222	NA	13436860.0029516	NA	14117434.2140467	9380569.46772437	NA	8173967.21873047	1770374.22943428	19086554.1048151	NA	16800455.1634711	4097290.73023998	NA	12610060.1064147	NA	NA	NA	NA	17702356.9127055	NA	18254591.7387657	6790008.11757519	1013673.96292908	17600887.4301889	NA	NA	14920000.7197991	13847443.8113174	NA	11024038.1825804	17129360.6791504	NA	NA	NA	12821302.362026	NA	NA	12746122.9031455	NA	14552298.6602257	12625154.9444385	NA	16170738.5792115	NA	16129846.2686594	15223436.2087949	17328112.8741142	NA	NA	NA	NA	10640333.3606868	11002853.0555087	6874940.60706598	3955411.92371804	17744705.9773011	NA	3019584.43808824	19067725.0384614	18016586.5895175	2004221.43077584	6835752.48242404	8281368.28519824	343964.736436863	NA	18401915.6499619	NA	850622.168238744	1628473.15794632	13620250.1279558	581728.32579291	NA	NA	NA	8339164.99640418	12255083.1387353	NA	NA	NA	1699047.83260799	16079904.9696106	8039377.75937443	NA	11895305.7986989	NA	4711362.52372551	12678093.9958486	NA	NA	NA	NA	10618673.9931697	NA	12093538.9235004	1312167.50027002	NA	NA	4865796.62500896	18027893.9660046	NA	3031036.66295451	NA	NA	NA	12336194.6145895	56812.8366977086	8410827.74696496	18398580.5017573	18417775.015242	13948640.8561122	790760.130423486	NA	NA	NA	7965673.61739969	15590770.2135857	13439240.8411173	NA	176776.659236405	18052613.084225	17076586.6521092	17613765.4551334	20326072.8719708	17079137.3111998	NA	NA	NA	19729711.5242045	NA	NA	18845012.3900761	NA	19032632.5778748	7656820.14711208	NA	NA	NA	NA	7199581.75125126	10903222.4907356	15454864.499307	NA	NA	NA	NA	11742365.2964327	18989249.1987791	NA	492783.250691313	13233170.9526738	15138900.6200417	NA	1860846.27007201	11861232.6919256	NA	4055875.35715413	13233970.5024027
"Q9NQ27"	NA	16132487.0059306	12532745.4234924	10317546.4708522	NA	NA	19256921.2042241	18928691.8649517	3904554.19695442	NA	NA	16068571.0455181	NA	NA	19816818.9092526	10574535.5990356	8053769.02161671	19114955.7075652	11980466.719413	NA	16481756.6476881	19899099.312478	19675082.9239938	NA	14786578.9077809	NA	20409056.8938042	13463317.649091	4598016.24023799	3298867.22122447	NA	NA	16658105.8709509	12851485.9376919	NA	NA	NA	NA	15526129.6353569	NA	NA	NA	NA	NA	NA	6625788.40431318	NA	NA	18645410.3291297	NA	NA	52446.9095497319	NA	NA	4357219.44778404	NA	8069802.42384216	1373595.63742791	12682400.6845777	16900459.3266655	13800716.1048935	NA	NA	14652845.1150045	14406765.4442541	14021766.7418491	NA	9360798.52050285	NA	NA	13402680.0157761	NA	6746354.47062841	18374480.1630598	NA	1747119.5644913	NA	3233728.73383026	NA	NA	11113390.3844106	NA	5234628.17360371	3636087.66674395	8641902.79110973	5301069.14009735	NA	NA	18421742.0383288	18594084.6669174	8389733.61646209	15702823.4730897	NA	12360972.4953799	1018265.80881869	16468243.9118025	8631389.44450529	NA	NA	NA	NA	9927328.44927693	16447951.9386801	626968.005389157	NA	7519139.44537825	3100694.86231654	8891430.11024144	20081781.2221747	NA	NA	NA	NA	4135599.86219339	13910032.2296735	9479055.95870993	12423106.9111407	4540374.4416136	NA	14380492.0753266	5555081.01072799	17618023.2741892	NA	NA	NA	11318574.9561349	19856263.9541864	NA	NA	20222934.1260887	NA	NA	7166613.82238346	NA	NA	NA	NA	15308753.3173654	11639778.7207563	NA	NA	1725102.91540885	1273603.84630274	4856611.28203435	NA	NA	NA	4850398.59039601	15445885.3225898	9390761.18335664	NA	3228125.83293065	NA	NA	NA	16975193.3529878	16553212.3564297	14142555.31507	9082860.14826358	NA	NA	1229551.4190155	NA	17134770.8945896	11575589.7944298	NA	NA	NA	18208473.9753522	NA	NA	20068363.841633	4766068.26854595	NA	NA	6246431.77944071	NA	15286645.533718	14028648.2437547	4784328.13406477	NA	NA	NA	18155303.9278936	3446258.09386583	4954985.26808471	8917392.93071567	10329901.3618855	7382717.41134349	7515975.35054695	3147528.42606769	NA	20147022.231196	11784883.7108629	NA	NA	7304218.41209943	7078446.24141827	NA	NA
"Q03393"	NA	12165010.696898	7479441.41066372	NA	NA	NA	19075524.4289375	17175887.1395937	11275074.2565141	13096489.6191031	7622023.63593712	NA	NA	10240388.2755711	18013298.740685	11548500.6921552	15700446.846186	12128237.2099631	NA	NA	NA	3186896.56907463	NA	1860372.08196993	5714419.23368552	18138548.1443414	19342228.2581092	13425177.6433232	NA	NA	9372475.54586603	8859585.30829642	1056587.06539989	3010091.56354184	NA	NA	9273006.25101458	19951032.4004604	NA	NA	19060411.5610021	NA	7489346.43214378	NA	3989630.02162509	18780811.8720724	NA	NA	4513451.43436764	17334609.8045249	201390.986030848	7705224.0928452	15426427.7693974	NA	472492.019893058	18886788.0235408	NA	603995.985124976	1991374.09332144	8743396.78459873	17929193.1194036	18460410.5027559	NA	6291900.89905982	NA	NA	1445462.68416019	4942517.24875426	8986780.43396263	18257194.1035885	NA	NA	16874458.7285539	15213785.0669328	NA	NA	NA	17018579.0637426	769396.712318041	2034082.54273414	16665491.7821167	NA	NA	NA	NA	NA	NA	4160280.92678406	NA	19048486.9990857	10809711.4416444	NA	11162786.9222198	16040068.6056457	19726650.3935397	19533775.1170153	NA	NA	NA	17325703.9037666	NA	13171253.7666553	NA	NA	NA	NA	10691799.717118	NA	NA	4665621.58974661	NA	16143413.2703438	14294613.2462646	NA	NA	2728299.5296788	12676369.0486547	4739881.17576699	NA	14910407.6838357	10637974.221227	NA	11606894.2414951	NA	NA	NA	NA	257065.164082982	13139598.6713572	12072794.3610536	12291517.1694015	3496464.42642887	NA	12099112.2123283	13999295.8998318	NA	NA	5138366.77546692	217343.141829725	NA	4355763.94998135	2262746.60844927	NA	15819622.3014428	11591608.9116739	16479796.7215911	12864374.93571	NA	NA	19002746.8930837	8930328.59522701	20339772.8829158	5931338.57502664	NA	NA	20286664.2818147	NA	20286521.1940762	7486905.83688392	18616934.8413342	NA	14029610.9144572	NA	4429727.39625055	NA	4502426.65497441	14331784.6903215	8895930.53129833	648728.50505479	NA	NA	17800258.5664641	18960886.8773487	13903646.4623043	NA	NA	19198249.4403578	NA	506577.646248658	NA	10930627.361525	16231862.7774561	7860131.03082009	NA	19876802.8214662	NA	NA	5132104.45279724	NA	NA	NA	14741076.5215712	NA	7142402.01610116	NA	NA	4901217.99229611	NA	NA	13617625.088937
